id_nest	latitude	longitude	date_found	STI	expo_Mayfield
134	48.996367966756225	14.360834984108806	25.4.2015	113.666666666667	25.6666666666667
135	48.998278034850955	14.367286032065749	25.4.2015	111.666666666667	11.5
136	48.978091981261969	14.389216024428606	25.4.2015	113	
137	48.975435001775622	14.386418983340263	25.4.2015	116	
138	48.97426899522543	14.388037025928497	25.4.2015	113	25
139	48.973678993061185	14.387768972665071	25.4.2015	107.333333333333	19.3333333333333
140	48.973223017528653	14.389059031382203	25.4.2015	113	17
141	48.974633021280169	14.389337981119752	25.4.2015	113	6.5
142	48.976932009682059	14.369948962703347	8.4.2015	93	23
143	48.976932009682059	14.369948962703347	26.4.2015	98.5	
144	49.001414040103555	14.394298978149891	26.4.2015		
145	49.122096011415124	14.314724039286375	2.5.2015	112	17
146	49.122015964239836	14.316911967471242	2.5.2015	112	17
147	49.121439959853888	14.317864989861846	2.5.2015	117.25	13
148	49.123018020763993	14.31961303576827	2.5.2015	115.75	
149	49.122479986399412	14.319887040182948	2.5.2015	99.75	4.75
150	48.986369026824832	14.367695990949869	2.5.2015	120.666666666667	
151	48.997611002996564	14.366434011608362	2.5.2015	111.5	9.5
152	48.996928967535496	14.365776032209396	2.5.2015	113	
153	48.998052980750799	14.366600979119539	2.5.2015	113	12.5
154	48.997215963900089	14.366016006097198	2.5.2015	124	5.5
155	48.998513985425234	14.365013027563691	2.5.2015	113	10
157	49.108353964984417	14.347542962059379	3.5.2015	118.25	22.25
158	49.108179034665227	14.347532987594604	3.5.2015	122	
159	49.10816503688693	14.34778100810945	3.5.2015	96	0
160	49.108486985787749	14.34808099642396	3.5.2015		
161	49.108565021306276	14.348214017227292	3.5.2015	113.25	17.25
162	48.973488975316286	14.368627974763513	3.5.2015	98	3.5
163	48.976313006132841	14.369336999952793	2.5.2015		
164	48.975868010893464	14.389038998633623	3.5.2015	108	12
165	49.108183979988098	14.34771403670311	5.5.2015	116.75	18.75
166	49.044473972171545	14.324686015024781	2.5.2015	119.75	
167	49.042694997042418	14.326314032077789	2.5.2015	119	16.5
168	49.043317018076777	14.325209967792034	3.5.2015		2.5
169	49.043642990291119	14.324343027547002	3.5.2015	119	15.5
170	48.998541980981827	14.362341966480017	8.5.2015	113	12
171	49.122993964701891	14.317373977974057	9.5.2015	107.5	5.5
172	48.973545972257853	14.386720983311534	9.5.2015	117	15
